"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"401";"HALTVerwijzing";"HALT-verwijzing";"1bd77fef-f3da-40cc-b94f-e325b0781719";"EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9";"business-object";"class";"";"Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.";"Jongeren van 12 tot 18 jaar die strafbare feiten plegen, zoals bijvoorbeeld: winkeldiefstal, vernieling, openbaar dronkenschap of oplichting kunnen naar Halt worden verwezen. In sommige gevallen is daarvoor toestemming nodig van het Openbaar Ministerie.";"Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-";"Halt heeft de wettelijke taak om strafbaar gedrag onder jongeren van 12 tot 23 jaar aan te pakken, zonder dat jongere een strafblad krijgt. Halt legt een maatregel op aan jongeren die een strafbaar licht vergrijp hebben gepleegd. Dit is de zogeheten Halt-";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-1bd77fef-f3da-40cc-b94f-e325b0781719";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"402";"";"HandelsnamenMaatschappelijkeActiviteit";"";"EAID_EAF23F0A_1175_465d_A889_7396B2E18967";"";"class";"";"";"{nog niet in NHR uitgewerkt}";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"403";"";"HandelsnamenVestiging";"";"EAID_FDD9A2C7_930E_4646_B1FE_81060430DC55";"";"class";"";"";"{nog niet in NHR uitgewerkt}";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"404";"Hardware";"Hardware";"acbda3e0-9767-49bb-8d4c-2b5ea0160056";"EAID_6C92F0F8_BC92_428c_B729_1A10D515DAEF";"business-object";"class";"business-object";"Fysieke IT-componenten of onderdelen die in een computer of netwerk een rol spelen.";"Alle fysieke componenten of onderdelen die in een computer een rol spelen.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-acbda3e0-9767-49bb-8d4c-2b5ea0160056";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"405";"Heffing";"Heffing";"ff9366e3-dd65-48ce-9051-9d6b01b2c6db";"EAID_B3371695_97AD_49d2_9AF1_15591B422007";"business-object";"class";"business-object";"Individuele vaststelling van het belastingbedrag door de heffingsambtenaar, resulterend in een betalingsverplichting.";"Een door de overheid opgelegde verplichting tot betaling";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-ff9366e3-dd65-48ce-9051-9d6b01b2c6db";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"406";"Heffinggrondslag";"Heffinggrondslag";"654000c4-9d8b-4453-b3e8-4f77fb1b15a2";"EAID_3D2D5426_653C_485c_A99C_8AD933E76D78";"business-object";"class";"business-object";"De maatstaf waarop een belasting is gebaseerd, het bedrag op basis waarvan een bepaalde belasting wordt geheven of de premie voor sociale zekerheid wordt vastgesteld.";"De maatstaf waarop een belasting is gebaseerd, het bedrag op basis waarvan een bepaalde belasting wordt geheven of de premie voor sociale zekerheid wordt vastgesteld.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-654000c4-9d8b-4453-b3e8-4f77fb1b15a2";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"407";"";"Heffingskorting";"";"EAID_1075821F_E399_53E2_3994_293A6EAD14DA";"";"class";"";"";"Een persoon kan inkomsten hebben uit heffingskorting.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"408";"";"Heffingsoort";"";"EAID_356C8F59_3721_46d0_BCD0_C17B0130035C";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"409";"Heffingsverordening";"Heffingsverordening";"f94b299a-c9eb-4bdb-82e7-5752360494cd";"EAID_C29CCD49_04E2_44b4_A6B0_AD8B10552628";"business-object";"class";"business-object";"Een heffingsverordening is een door de gemeenteraad vastgestelde verordening die de heffing en invordering van gemeentelijke belastingen en rechten regelt, zoals afvalstoffenheffing, precariobelasting of marktgelden.";"Een *heffingsverordening* is een door de gemeenteraad vastgestelde verordening die de **heffing en invordering van gemeentelijke belastingen en rechten** regelt, zoals afvalstoffenheffing, precariobelasting of marktgelden.";"";"Gemeenten mogen alleen heffingen vaststellen binnen de kaders die de wet hen geeft. Een heffingsverordening bevat de regels over **welke belastingen of rechten worden geheven, wie belastingplichtig is, wat de maatstaf en tarieven zijn, en hoe invordering plaatsvindt**. Dit is de lokale juridische basis voor het innen van gemeentelijke heffingen waarvoor de gemeenteraad een verordening opstelt.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f94b299a-c9eb-4bdb-82e7-5752360494cd";"";"";"1 Veiligheid en Vergunningen";"";"09072026-00:43:48"
"410";"";"Hindercategorie";"";"EAID_A1A8B6C1_3607_4c64_92CC_364470368C3E";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"2 Verkeer, Vervoer en Waterstaat > Mobiliteit";"";"09072026-00:43:48"
"411";"";"Hinderklasse";"";"EAID_9387D652_A431_4f4c_9F35_4DB0A102B1EF";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"2 Verkeer, Vervoer en Waterstaat > Mobiliteit";"";"09072026-00:43:48"
"412";"HistorischPersoon";"Historisch Persoon";"36e81522-45dc-4859-a86a-92f9d1d879ba";"EAID_3BBB3264_592A_4d8c_A741_C2A3C38E3932";"business-object";"class";"";"Natuurlijk persoon waarvan informatie beschikbaar is uit het verleden.";"Natuurlijk persoon waarvan informatie beschikbaar is uit het verleden.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-36e81522-45dc-4859-a86a-92f9d1d879ba";"";"";"Erfgoed > Generieke Entiteiten Erfgoed";"";"09072026-00:43:48"
"413";"";"Hobby";"";"EAID_1D176A0D_B1C8_BCD5_8439_293A705AA468";"";"class";"";"";"Een persoon kan inkomsten hebben uit hobbies.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"414";"";"Hoofddoel";"";"EAID_CEAAEBFB_9CB8_4c5e_98F7_11791C0A21D2";"";"class";"";"";"Het Hoofddoel is de door de gemeente vastgestelde eindbestemming van het inburgeringstraject, waarin wordt vastgelegd of de inburgeringsplichtige wordt begeleid richting werk, onderwijs of (maatschappelijke) participatie, op basis van de brede intake en het leerrouteadvies.";"";"•	Het hoofddoel geeft richting aan de inrichting van het persoonlijk plan inburgering en participatie (PIP), zoals bedoeld in artikel 17 van de Wet inburgering 2021.
	•	De gemeente stelt het hoofddoel vast in samenspraak met de inburgeringsplichtige en op basis van onder meer de leerbaarheidstoets, diplomawaardering en arbeidsmarktkansen.
	•	Voorbeelden van hoofddoelen zijn: uitstroom naar betaald werk, instroom in een opleiding (zoals mbo of hbo), of duurzame maatschappelijke participatie (bijvoorbeeld via vrijwilligerswerk).
	•	Het hoofddoel is bepalend voor de keuze en inrichting van de leerroute (B1-route, Z-route, Onderwijsroute).";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"415";"Hoofdrekening";"Hoofdrekening";"126b246a-a292-49cb-a609-3ffa5898210e";"EAID_0EEAF579_3F47_4551_B9F9_7367280EB3EB";"business-object";"class";"";"is kostensoort";"is kostensoort";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-126b246a-a292-49cb-a609-3ffa5898210e";"";"";"9 Interne Organisatie > Financien";"";"09072026-00:43:48"
"416";"Hoofdstuk";"Hoofdstuk";"24693ea2-5032-4c71-a9c7-945b3ac90530";"EAID_FFAA30D3_91C2_44aa_B52D_B21C51DB0326";"business-object";"class";"";"Onderdeel van een langere tekst.";"Onderdeel van een langere tekst.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-24693ea2-5032-4c71-a9c7-945b3ac90530";"";"";"9 Interne Organisatie > Financien";"";"09072026-00:43:48"
"417";"Hotel";"Hotel";"4b2cc303-de99-49c4-968f-836a71825814";"EAID_5805FA72_C0CE_43c1_A53F_B81166AEFDD4";"business-object";"class";"business-object";"Verblijfsaccommodatie waar gasten tegen betaling kunnen overnachten, gereguleerd via de beleidsregel hotels met typeringen naar concept, doelgroep en omvang.";"Gebouw waar je tegen betaling kunt logeren.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-4b2cc303-de99-49c4-968f-836a71825814";"";"";"3 Economie";"";"09072026-00:43:48"
"418";"Hotelbezoek";"Hotelbezoek";"b8e61a1f-ed19-4cd3-b873-0fe7d85beb9b";"EAID_669000E9_25D6_4346_B718_516CDB8B88B7";"business-object";"class";"";"Verblijf in een hotel";"Verblijf in een hotel";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-b8e61a1f-ed19-4cd3-b873-0fe7d85beb9b";"";"";"3 Economie";"";"09072026-00:43:48"
"419";"Huishouden";"Huishouden";"ffca91bc-ed2b-4885-9e04-7a459fd67cad";"EAID_F0467610_553B_47cd_A9F7_3B1D20CC425E";"business-object";"class";"";"persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu√Øteit in de samenstelling ervan, die binnen een woning gebruik maakt van dezelfde voorzieningen";"Persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu&#239;teit in de samenstelling ervan, die binnen een woning duurzaam gebruik maakt van dezelfde voorzieningen.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-ffca91bc-ed2b-4885-9e04-7a459fd67cad";"Huishouden (Generiek Jeugd en Wmo)";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"420";"Huishouden";"Huishouden";"2515abf4-dea2-44eb-8886-c90c1ab42069";"EAID_6FB0A5B7_7B5F_437f_A462_4B1EADB964E4";"business-object";"class";"";"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.";"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-2515abf4-dea2-44eb-8886-c90c1ab42069";"Huishouden (RSGB Model)";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"421";"";"Huishoudensoort";"";"EAID_593847E0_1DB5_4db9_89D0_BDBAA608A143";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"422";"";"Huisvestingsoort";"";"EAID_8D999BE8_96AB_8418_B94F_289754CE1336";"";"class";"";"";"Als de dienst een uitkering betreft die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. Reden toevoeging: Geeft de reden van blokkering van de uitkering aan. Als de dienst een uitkering betreft, die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. De betalingsblokkade wordt opgenomen bij de dienst, die wordt genoten door de client en partner van de client. Nodig voor diepere analyse van stand van uitkeringen. Hoeveel uitkleringen hebben we geblokkeerd op dit moment omdat we de uitkering gaan beindigen.";"";"";"";"";"";"";"";"";"";"Inkomen > Model Inkomen";"";"09072026-00:43:48"
"423";"";"Hulp aanwezig";"";"EAID_00A0566C_D23C_4139_9CA7_73ACFC055821";"";"enumeration";"";"";"Geeft aan of er op een domein hulp wordt ontvangen. Waarden zijn: ja, nee, onbekend.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"424";"Huurder";"Huurder";"b64affbe-e43f-4f32-acce-8900b6f409e8";"EAID_B75EE7EF_DC1F_47da_A95C_B9662075684D";"business-object";"class";"business-role";"De hoedanigheid van de partij die een zaak in gebruik heeft gekregen tegen een tegenprestatie.";"Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-b64affbe-e43f-4f32-acce-8900b6f409e8";"";"";"9 Interne Organisatie > Vastgoed";"";"09072026-00:43:48"
"425";"";"Huurwoningen";"";"EAID_E0F7D3A0_46C8_4e70_AA10_3888B60D14C0";"";"class";"";"";"Wen woning die de bewoner huurt van de eigenaar, veelal een woningcorporatie of een particulier.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Bouwen en Wonen";"";"09072026-00:43:48"
"426";"";"Hypotheek";"";"EAID_ea276d3a_268a_4fd6_b14e_65ebe5b00fd1";"";"class";"";"";"Een hypotheek is een lening waarbij een onroerend goed, zoals een woning, dient als onderpand voor de schuld. Het wordt doorgaans verstrekt door een financiële instelling, zoals een bank, en stelt de lener in staat om een woning te kopen of te bouwen. De lening wordt over een afgesproken periode terugbetaald, inclusief rente. Als de lener niet aan de betalingsverplichtingen voldoet, heeft de kredietverstrekker het recht om het onderpand te verkopen om de openstaande schuld te vereffenen. Een hypotheek is daarmee zowel een financieringsvorm als een juridische zekerheid voor de kredietverstrekker.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"427";"";"ICT-Vaardigheid";"";"EAID_1095BF0E_087F_4341_8B3C_E0DD4C9AF269";"";"class";"";"";"ICT-vaardigheid betreft het vermogen van de inburgeringsplichtige om digitale middelen en toepassingen zelfstandig en doelgericht te gebruiken voor communicatie, informatieverwerking en deelname aan de samenleving.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"428";"Idealisatie";"Idealisatie";"2e1ef581-f4f8-4212-9784-5927c5a8993d";"EAID_4942AB0A_804B_4043_BD3C_7F65E2D697E0";"business-object";"class";"";"Vastlegging van de manier de begrenzing van Locatie voor deze Juridische regel ge√Ønterpreteerd moet worden en door het bevoegd gezag bedoeld is.";"Vastlegging van de manier de begrenzing van Locatie voor deze Juridische regel ge&#239;nterpreteerd moet worden en door het bevoegd gezag bedoeld is.";"Voorbeeld: exact, indicatief. Indicatief kan gebruikt worden wanneer een grens berekend is en mogelijk niet overal geheel rekening houdt met de fysieke situatie ter plaatse.";"Voorbeeld: exact, indicatief. Indicatief kan gebruikt worden wanneer een grens berekend is en mogelijk niet overal geheel rekening houdt met de fysieke situatie ter plaatse.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-2e1ef581-f4f8-4212-9784-5927c5a8993d";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"429";"";"Identificatiekenmerk";"";"EAID_D73AFAEC_3BF1_4309_93FE_5354EF26DA51";"";"class";"";"";"Nodig voor archivering om verschillende typen identificatie te kunnen onderscheiden:";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"430";"";"InOnderzoek";"";"EAID_E4DA500D_AB53_4e8a_B1A5_411F354F4AD2";"";"class";"";"";"De indicatie of te bevragen is dat er twijfel is of is geweest aan de juistheid van de attribuutwaarde en dat een onderzoek wordt of is uitgevoerd naar de juistheid van de attribuutwaarde.";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"431";"Inburgeraar";"Inburgeraar";"b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"EAID_EE5472C2_193E_4432_B175_78D6DF1D357B";"business-object";"class";"";"De gemeente gaat inburgeringsplichtige nieuwkomers begeleiden bij hun inburgering. Voor asielstatushouders doen zij dit vanaf het moment van koppeling  aan een gemeente";"De gemeente gaat inburgeringsplichtige nieuwkomers begeleiden bij hun inburgering. Voor asielstatushouders doen zij dit vanaf het moment van koppeling  aan een gemeente";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-b0cd75ba-28f2-4950-bb79-6ceb662eb6fa";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"432";"Inburgeringsaanbod";"InburgeringsAanbod";"";"EAID_D9FAEFEC_2B8E_48dc_A1E8_E134754E9943";"";"class";"business-object";"Het Inburgeringsaanbod is het geheel van activiteiten, voorzieningen en ondersteuning dat door de gemeente wordt aangeboden aan de inburgeringsplichtige om de inburgeringsdoelen te behalen, zoals vastgelegd in het persoonlijk plan inburgering en participatie (PIP).";"Het Inburgeringsaanbod is het geheel van activiteiten, voorzieningen en ondersteuning dat door de gemeente wordt aangeboden aan de inburgeringsplichtige om de inburgeringsdoelen te behalen, zoals vastgelegd in het persoonlijk plan inburgering en participatie (PIP).";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"433";"Inburgeringsplicht";"Inburgeringsplicht";"";"EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15";"";"class";"business-object";"De formele wettelijke verplichting van een inburgeraar om binnen de gestelde termijn te voldoen aan de eisen van de Wet inburgering 2021.";"Bevat de uitkomst Leerbaarheidstoets dat een groot deel van de leerroutes bepaalt. Bevat mogelijk ook de Examenresultaten (nog toe te voegen als Ja). Dit zijn DUO berichten (Opvragen en per API beschikbaar stellen aan deze Entiteit/Attributen.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"434";"Inburgeringstermijn";"Inburgeringstermijn";"";"EAID_E07490AD_C5DE_4665_8540_92B19656A027";"";"class";"business-object";"De Inburgeringstermijn is de wettelijke periode waarbinnen een inburgeringsplichtige moet voldoen aan de inburgeringsplicht, gerekend vanaf de startdatum van de verplichting zoals vastgesteld door DUO of de gemeente.";"De Inburgeringstermijn is de wettelijke periode waarbinnen een inburgeringsplichtige moet voldoen aan de inburgeringsplicht, gerekend vanaf de startdatum van de verplichting zoals vastgesteld door DUO of de gemeente.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"435";"Inburgeringstraject";"Inburgeringstraject";"e1620918-61a7-4cef-b0e2-6b8e206608c8";"EAID_F9B2A863_63C8_4229_906A_D0891BB4F021";"business-object";"class";"business-object";"Een Inburgeringstraject in de context van inburgering bij gemeenten is een persoonlijk begeleidingstraject dat nieuwkomers ondersteunt bij het leren van de Nederlandse taal, het begrijpen van de samenleving, en het ontwikkelen van vaardigheden om zelfstandig te participeren in de Nederlandse maatschappij.";"Een Inburgeringstraject in de context van inburgering bij gemeenten is een persoonlijk begeleidingstraject dat nieuwkomers ondersteunt bij het leren van de Nederlandse taal, het begrijpen van de samenleving, en het ontwikkelen van vaardigheden om zelfstandig te participeren in de Nederlandse maatschappij. Het traject omvat doorgaans onderdelen zoals taallessen (NT2), kennis van de Nederlandse maatschappij (KNM), en participatieactiviteiten, zoals vrijwilligerswerk of een werkstage. Het inburgeringstraject wordt afgestemd op de behoeften, achtergrond en mogelijkheden van de nieuwkomer en heeft als doel hen te begeleiden naar maatschappelijke zelfredzaamheid en een actieve rol in de samenleving.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-e1620918-61a7-4cef-b0e2-6b8e206608c8";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"436";"";"Incassokostenvordering";"";"EAID_a19a36c3_66e1_44c2_b674_6f3a3d98c5ea";"";"class";"";"";"AlgemeenEen vordering is een eis op een persoon, zeg debiteur, die een zeker bedrag terug moet betalen aan de gemeente.De oorzaak van een vordering is velerlei, Zie daarvoor de categorie-indeling.Vorderingen kunnen uit meerdere componenten bestaan.Vorderingen kunnen ook onderling in relatie staan, bijvoorbeeld: Een opgelegde boete wegens het schenden van de inlichtingenplicht heeft een relatie met een verwijtbare vordering.IncassokostenvorderingBij het invorderproces kunnen incassokosten ontstaan bij een bepaalde vordering. Bij incassokosten boven een drempel (instelbare referentiewaarde) kan een incassokostenvordering worden opgevoerd. De incassokostenvordering wordt gerelateerd aan de hoofdvordering. De incassokostenvordering is een zogenaamde accessoire vordering, die zijn titel ontleend aan de hoofdvordering.Dit type vordering is als verbijzondering opgenomen, opdat deze relatie expliciet kan worden gelegd.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
